x,y
0.0,0.0
0.001,0.0009999998333333417
0.002,0.0019999986666669333
0.003,0.002999995500002025
0.004,0.003999989333341867
0.005,0.004999979166692708
0.006,0.0059999640000648
0.007,0.006999942833473391
0.008,0.007999914666939733
0.009000000000000001,0.008999878500492076
0.01,0.009999833334166664
0.011,0.010999778168008754
0.012,0.011999712002073594
0.013000000000000001,0.01299963383642743
0.014,0.013999542671148512
0.015,0.01499943750632809
0.016,0.015999317342071415
0.017,0.01699918117849873
0.018000000000000002,0.01799902801574628
0.019,0.018998856853967315
0.02,0.01999866669333308
0.021,0.02099845653403382
0.022,0.02199822537627977
0.023,0.02299797222030218
0.024,0.02399769606635429
0.025,0.024997395914712332
0.026000000000000002,0.025997070765676544
0.027,0.02699671961957215
0.028,0.02799634147675039
0.029,0.028995935337589488
0.03,0.02999550020249566
0.031,0.030995035071904133
0.032,0.03199453894628012
0.033,0.03299401082611982
0.034,0.03399344971195145
0.035,0.034992854604336196
0.036000000000000004,0.035992224503869255
0.037,0.036991558411180805
0.038,0.03799085532693703
0.039,0.038990114251841096
0.04,0.03998933418663416
0.041,0.04098851413209637
0.042,0.04198765308904786
0.043000000000000003,0.04298675005834977
0.044,0.043985804040905185
0.045,0.044984814037660234
0.046,0.045983779049604996
0.047,0.04698269807777454
0.048,0.047981570123249925
0.049,0.04898039418715918
0.05,0.04997916927067833
0.051000000000000004,0.050977894375032376
0.052000000000000005,0.0519765685014963
0.053,0.05297519065139604
0.054,0.05397375982610955
0.055,0.05497227502706773
0.056,0.05597073525575547
0.057,0.056969139513712616
0.058,0.057967486802534995
0.059000000000000004,0.05896577612387541
0.06,0.059964006479444595
0.061,0.06096217687101231
0.062,0.061960286300408236
0.063,0.06295833376952302
0.064,0.06395631828030929
0.065,0.0649542388347826
0.066,0.06595209443502249
0.067,0.06694988408317346
0.068,0.0679476067814459
0.069,0.06894526153211723
0.07,0.06994284733753277
0.07100000000000001,0.0709403632001068
0.07200000000000001,0.07193780812232355
0.073,0.07293518110673816
0.074,0.07393248115597774
0.075,0.07492970727274234
0.076,0.0759268584598059
0.077,0.07692393372001734
0.078,0.07792093205630146
0.079,0.07891785247166003
0.08,0.0799146939691727
0.081,0.08091145555199805
0.082,0.08190813622337459
0.083,0.08290473498662174
0.084,0.08390125084514082
0.085,0.08489768280241602
0.08600000000000001,0.08589402986201553
0.08700000000000001,0.08689029102759231
0.088,0.0878864653028853
0.089,0.08888255169172031
0.09,0.08987854919801104
0.091,0.09087445682576008
0.092,0.09187027357905984
0.093,0.0928659984620937
0.094,0.09386163047913683
0.095,0.0948571686345573
0.096,0.09585261193281704
0.097,0.09684795937847283
0.098,0.09784320997617732
0.099,0.09883836273067999
0.1,0.09983341664682815
0.101,0.100828370729568
0.10200000000000001,0.10182322398394551
0.10300000000000001,0.10281797541510754
0.10400000000000001,0.10381262402830271
0.105,0.10480716882888248
0.106,0.10580160882230219
0.107,0.10679594301412187
0.108,0.10779017041000746
0.109,0.1087842900157316
0.11,0.10977830083717481
0.111,0.11077220188032633
0.112,0.11176599215128519
0.113,0.1127596706562612
0.114,0.11375323640157597
0.115,0.11474668839366382
0.116,0.11574002563907283
0.117,0.11673324714446584
0.11800000000000001,0.11772635191662145
0.11900000000000001,0.11871933896243494
0.12,0.11971220728891936
0.121,0.12070495590320647
0.122,0.12169758381254774
0.123,0.12269009002431533
0.124,0.12368247354600313
0.125,0.12467473338522769
0.126,0.12566686854972925
0.127,0.12665887804737275
0.128,0.12765076088614874
0.129,0.12864251607417448
0.13,0.12963414261969486
0.131,0.13062563953108344
0.132,0.13161700581684335
0.133,0.13260824048560843
0.134,0.13359934254614408
0.135,0.1345903110073483
0.136,0.13558114487825276
0.137,0.13657184316802362
0.138,0.1375624048859627
0.139,0.13855282904150834
0.14,0.1395431146442365
0.14100000000000001,0.14053326070386163
0.14200000000000002,0.14152326623023778
0.14300000000000002,0.1425131302333595
0.14400000000000002,0.14350285172336283
0.145,0.1444924297105264
0.146,0.14548186320527232
0.147,0.14647115121816714
0.148,0.14746029275992298
0.149,0.14844928684139833
0.15,0.14943813247359922
0.151,0.1504268286676801
0.152,0.1514153744349448
0.153,0.15240376878684772
0.154,0.15339201073499453
0.155,0.1543800992911434
0.156,0.15536803346720587
0.157,0.1563558122752478
0.158,0.1573434347274905
0.159,0.15833089983631154
0.16,0.15931820661424598
0.161,0.16030535407398705
0.162,0.16129234122838743
0.163,0.16227916709046
0.164,0.16326583067337902
0.165,0.16425233099048098
0.166,0.16523866705526563
0.167,0.16622483788139697
0.168,0.16721084248270432
0.169,0.1681966798731831
0.17,0.16918234906699603
0.171,0.170167849078474
0.17200000000000001,0.17115317892211704
0.17300000000000001,0.17213833761259545
0.17400000000000002,0.17312332416475057
0.17500000000000002,0.17410813759359597
0.176,0.17509277691431824
0.177,0.17607724114227824
0.178,0.17706152929301175
0.179,0.17804564038223072
0.18,0.17902957342582418
0.181,0.1800133274398591
0.182,0.1809969014405816
0.183,0.1819802944444177
0.184,0.18296350546797457
0.185,0.18394653352804122
0.186,0.18492937764158965
0.187,0.18591203682577584
0.188,0.1868945100979407
0.189,0.18787679647561106
0.19,0.18885889497650057
0.191,0.18984080461851086
0.192,0.19082252441973235
0.193,0.19180405339844533
0.194,0.19278539057312089
0.195,0.19376653496242194
0.196,0.19474748558520416
0.197,0.19572824146051704
0.198,0.19670880160760476
0.199,0.19768916504590728
0.2,0.19866933079506122
0.201,0.19964929787490093
0.202,0.2006290653054594
0.203,0.20160863210696928
0.20400000000000001,0.20258799729986385
0.20500000000000002,0.203567159904778
0.20600000000000002,0.2045461189425492
0.20700000000000002,0.20552487343421852
0.20800000000000002,0.20650342240103153
0.209,0.2074817648644393
0.21,0.20845989984609956
0.211,0.20943782636787733
0.212,0.21041554345184618
0.213,0.2113930501202891
0.214,0.21237034539569954
0.215,0.2133474283007823
0.216,0.2143242978584545
0.217,0.21530095309184671
0.218,0.21627739302430377
0.219,0.21725361667938584
0.22,0.21822962308086932
0.221,0.21920541125274792
0.222,0.22018098021923352
0.223,0.22115632900475726
0.224,0.2221314566339704
0.225,0.22310636213174545
0.226,0.22408104452317695
0.227,0.2250555028335826
0.228,0.22602973608850416
0.229,0.22700374331370848
0.23,0.2279775235351884
0.231,0.2289510757791638
0.232,0.22992439907208248
0.233,0.23089749244062124
0.234,0.2318703549116868
0.23500000000000001,0.2328429855124168
0.23600000000000002,0.23381538327018067
0.23700000000000002,0.23478754721258077
0.23800000000000002,0.2357594763674532
0.23900000000000002,0.23673116976286893
0.24,0.23770262642713458
0.241,0.23867384538879366
0.242,0.2396448256766272
0.243,0.24061556631965508
0.244,0.24158606634713667
0.245,0.24255632478857206
0.246,0.24352634067370285
0.247,0.24449611303251326
0.248,0.24546564089523104
0.249,0.24643492329232836
0.25,0.24740395925452294
0.251,0.24837274781277885
0.252,0.24934128799830768
0.253,0.25030957884256927
0.254,0.2512776193772729
0.255,0.25224540863437805
0.256,0.25321294564609564
0.257,0.25418022944488866
0.258,0.2551472590634734
0.259,0.2561140335348203
0.26,0.2570805518921551
0.261,0.2580468131689594
0.262,0.259012816398972
0.263,0.25997856061618985
0.264,0.2609440448548687
0.265,0.2619092681495244
0.266,0.2628742295349339
0.267,0.2638389280461357
0.268,0.2648033627184314
0.269,0.2657675325873865
0.27,0.26673143668883115
0.271,0.26769507405886134
0.272,0.2686584437338398
0.273,0.26962154475039685
0.274,0.2705843761454317
0.275,0.27154693695611287
0.276,0.2725092262198798
0.277,0.27347124297444314
0.278,0.27443298625778634
0.279,0.2753944551081661
0.28,0.27635564856411376
0.281,0.27731656566443585
0.28200000000000003,0.27827720544821544
0.28300000000000003,0.2792375669548127
0.28400000000000003,0.2801976492238663
0.28500000000000003,0.28115745129529407
0.28600000000000003,0.28211697220929394
0.28700000000000003,0.2830762110063451
0.28800000000000003,0.28403516672720885
0.289,0.28499383841292947
0.29,0.28595222510483553
0.291,0.2869103258445403
0.292,0.2878681396739431
0.293,0.2888256656352302
0.294,0.2897829027708758
0.295,0.29073985012364273
0.296,0.2916965067365838
0.297,0.29265287165304243
0.298,0.29360894391665376
0.299,0.2945647225713457
0.3,0.29552020666133955
0.301,0.2964753952311514
0.302,0.29743028732559273
0.303,0.29838488198977153
0.304,0.2993391782690932
0.305,0.3002931752092615
0.306,0.3012468718562797
0.307,0.30220026725645105
0.308,0.3031533604563804
0.309,0.3041061505029745
0.31,0.3050586364434435
0.311,0.30601081732530144
0.312,0.30696269219636757
0.313,0.3079142601047671
0.314,0.30886552009893214
0.315,0.30981647122760286
0.316,0.31076711253982814
0.317,0.3117174430849668
0.318,0.31266746191268835
0.319,0.313617168072974
0.32,0.31456656061611776
0.321,0.31551563859272713
0.322,0.31646440105372414
0.323,0.3174128470503465
0.324,0.3183609756341483
0.325,0.31930878585700095
0.326,0.32025627677109436
0.327,0.3212034474289377
0.328,0.3221502968833604
0.329,0.323096824187513
0.33,0.32404302839486837
0.331,0.32498890855922236
0.332,0.3259344637346948
0.333,0.3268796929757308
0.334,0.32782459533710095
0.335,0.32876916987390314
0.336,0.3297134156415628
0.337,0.33065733169583433
0.338,0.33160091709280176
0.339,0.33254417088887966
0.34,0.3334870921408144
0.341,0.33442967990568484
0.342,0.3353719332409032
0.343,0.33631385120421625
0.34400000000000003,0.3372554328537061
0.34500000000000003,0.3381966772477913
0.34600000000000003,0.3391375834452274
0.34700000000000003,0.34007815050510826
0.34800000000000003,0.34101837748686703
0.34900000000000003,0.3419582634502767
0.35000000000000003,0.3428978074554514
0.35100000000000003,0.3438370085628472
0.352,0.3447758658332631
0.353,0.3457143783278419
0.354,0.3466525451080712
0.355,0.3475903652357843
0.356,0.3485278377731611
0.357,0.3494649617827292
0.358,0.3504017363273646
0.359,0.35133816047029287
0.36,0.35227423327508994
0.361,0.35320995380568315
0.362,0.35414532112635194
0.363,0.35508033430172914
0.364,0.3560149923968016
0.365,0.35694929447691137
0.366,0.3578832396077564
0.367,0.3588168268553916
0.368,0.35975005528622994
0.369,0.3606829239670429
0.37,0.361615431964962
0.371,0.3625475783474792
0.372,0.3634793621824483
0.373,0.3644107825380855
0.374,0.3653418384829706
0.375,0.36627252908604757
0.376,0.367202853416626
0.377,0.36813281054438163
0.378,0.3690623995393574
0.379,0.36999161947196435
0.38,0.3709204694129827
0.381,0.3718489484335625
0.382,0.3727770556052249
0.383,0.37370478999986273
0.384,0.3746321506897417
0.385,0.37555913674750124
0.386,0.3764857472461553
0.387,0.3774119812590935
0.388,0.37833783786008185
0.389,0.3792633161232639
0.39,0.3801884151231614
0.391,0.38111313393467555
0.392,0.38203747163308743
0.393,0.3829614272940596
0.394,0.3838849999936363
0.395,0.384808188808245
0.396,0.385730992814697
0.397,0.38665341109018836
0.398,0.3875754427123008
0.399,0.38849708675900285
